id,name,text,trans
0000000000000,{user},藤田さん、お疲れ様でした。\n素晴らしいステージでしたよ。,藤田同学辛苦了。\n刚才的舞台演出非常精彩哦。
0000000000000,ことね,あっ、プロデューサー！　\nお疲れ様でぇ～～っす！,啊，制作人！\n辛苦啦～～！
0000000000000,ことね,じゃなくてえッ！？,不对不对！？
0000000000000,ことね,ど～ゆ～ことですか！？,这是什么意思嘛！？
0000000000000,ことね,『いまと同額以上を稼げて、かつ、\nあなたの糧になる仕事』,您不是说『要找到能赚取与现在同等以上收入\n并且对你有成长帮助的工作』
0000000000000,ことね,『それを、見つけてきます』,『我会去找到这样的工作』
0000000000000,ことね,って、言ってましたよねえ！,这不是您亲口说的吗！
0000000000000,{user},確かに言いましたが、なにか？,确实说过，有什么问题？
0000000000000,ことね,今日のお仕事、子供向けの\nきぐるみショーだったんですケド！？,今天的工作可是给小朋友表演的\n玩偶装秀啊！？
0000000000000,ことね,これのどこが『糧になる仕事』\nだってゆーんですかぁ～～！？,这哪里算是『对成长有帮助的工作』\n您倒是说说看啊～～！？
0000000000000,ことね,もぉ～、汗でべっとべとだし！　\nシャワー浴びたぁい！,真是的～全身都被汗湿透了！\n好想马上冲个澡啊！
0000000000000,{user},寮まで送りましょう。\nその件については、道中話しますよ。,我送你回宿舍吧。\n关于这件事，路上慢慢说。
0000000000000,ことね,そ・れ・でぇ～？　言い訳をどーぞ？,那·么～？请开始您的狡辩？
0000000000000,{user},今回の仕事は、\n学園を通して請けたものです。,这次的工作\n是通过学校渠道接洽的。
0000000000000,{user},きっちりこなせば評価が付きます。\n加えて、,只要认真完成就能获得评价。\n而且，
0000000000000,{user},ステージ上でのアクション、演技、\nダンス、歌を伴う仕事でもありました。,这场演出包含了舞台动作、表演、\n舞蹈和歌唱等元素。
0000000000000,ことね,だからアイドル活動のうちなんだぁ～、\nとか、言いませんよね？,该不会要说这算是偶像活动范围内\n之类的借口吧～？
0000000000000,{user},立派なライブステージ\nだったと思っていますよ。,我认为这是非常正规的\n现场演出舞台。
0000000000000,{user},もちろんアイドルの仕事では\nありませんが……役には立ちます。,虽然确实不是偶像工作……\n但对你有帮助。
0000000000000,{user},特に藤田さんは、まだまだ\nステージ慣れしていませんから。,特别是藤田同学\n现在还不太适应舞台表演。
0000000000000,ことね,劣等生でしたからねー。,毕竟我以前是差等生嘛～
0000000000000,ことね,うーん……そう考えると、\nいい経験になった……のかも？,嗯……这么一想的话，\n可能确实是次不错的经验……？
0000000000000,{user},そうでしょう？,对吧？
0000000000000,ことね,だ、騙されませんよっ！,才、才不会被骗呢！
0000000000000,ことね,あんなにキツい仕事じゃなくても\nよくないですか！？,就算不是这么辛苦的工作\n也可以吧！？
0000000000000,ことね,あたしもー、へろへろぉ。,人家都已经累趴啦～
0000000000000,{user},アイドルにとって、体力と筋力は、\n幾らあっても困りませんから。,对偶像来说，体力和肌肉力量\n永远都不嫌多。
0000000000000,ことね,うげー……スパルタぁ……この前は、\n優しかったのにぃ。,呜哇……斯巴达式训练……\n之前明明还很温柔的～
0000000000000,{user},もう、十分に休んで\n回復したようですしね。,因为看你已经\n充分休息恢复了。
0000000000000,{user},きぐるみを着ているのに、\nキレのあるいいダンスでしたよ。,穿着玩偶装\n还能跳出那么利落的舞蹈。
0000000000000,ことね,へへー♪　\nあたしも自分でびっくりです！,嘿嘿♪\n连我自己都吓一跳呢！
0000000000000,ことね,こんなに身体が軽いの、\nひっさしぶりでぇ！,身体这么轻盈的感觉\n真是好久没有啦！
0000000000000,{user},共演者の方々も驚いていました。,其他共演者也很惊讶。
0000000000000,{user},振り付けや台詞を、\nすぐに覚えてしまったと。,说你很快就记住了\n所有动作和台词。
0000000000000,ことね,これでもアイドルですからぁ！\nそのくらいはまぁ、別にっていうか～。,好歹我也是偶像呀！\n这种程度根本不算什么啦～
0000000000000,ことね,あ、褒められるのはうれしーので、\nどんどんお願いします！,啊～被夸奖当然开心啦，\n请再多夸夸我吧！
0000000000000,{user},藤田さんはどうも……現状把握が、\nまだ足りていないようですね。,藤田同学你似乎……\n对现状的认知还不足呢。
0000000000000,ことね,はい？,哈？
0000000000000,{user},藤田さん、あなたは――,藤田同学，你——
select,,可愛い,很可爱
select,,才能がある,很有才华
select,,歌が下手,唱歌难听
0000000000000,ことね,いやぁ～！　エヘヘ……そんなハッキリ\n言われると、照れちゃいますよぉ～♪,哎哟～！嘿嘿嘿……被这么直白地说出来\n人家会害羞的啦～♪
0000000000000,{user},あなたは――とても可愛く、\n才能があり、歌が下手です。,你——非常可爱，\n才华横溢，唱歌难听。
0000000000000,ことね,最後で落としましたね！,最后那句是多余的吧！
0000000000000,ことね,初めて会ったときから……\n何度も何度も言いますよねぇ、それ。,从第一次见面开始……\n你就反反复复说这个呢。
0000000000000,{user},なかなか理解して\nいただけないようなので。,因为我觉得\n你始终没有理解清楚。
0000000000000,{user},あなたには、大きな才能があり、\nとても可愛く、歌が下手です。,你拥有非凡的才华，\n非常可爱，唱歌难听。
0000000000000,ことね,最後の一言要ります！？,最后那句有必要说吗！？
0000000000000,ことね,言われなくてもわかってますぅ～～～！,不用你说我也知道啦～～～！
0000000000000,{user},休養を取って、\n不調の原因を取り除いた結果、,经过休养调整\n消除状态不佳的原因后，
0000000000000,{user},藤田さんのパフォーマンスは\n劇的に改善されました。,藤田同学的舞台表现\n有了显著提升。
0000000000000,{user},なのに歌は下手なままです。\n少し誤算でした。,但歌唱水平依然糟糕。\n这有点出乎意料。
0000000000000,ことね,ひっど！　……プロデューサぁ～？,过分！……制作人先生～？
0000000000000,ことね,あたしのことホントに\n好きなんですかぁ！？,你真的\n喜欢我吗！？
0000000000000,{user},現状を認識していただくためです。\nあなたは……,这是为了让你认清现状。\n你……
select,,本来の実力よりも、\nずっと低く評価されています,实际实力远超过\n目前获得的评价
0000000000000,ことね,！！,！！
