id,name,text,trans
0000000000000,リーリヤ,わぁ……いつもより\n賑やかです……！,哇……比平时\n热闹多了……！
0000000000000,{user},お祭り期間ですからね。\n葛城さんの仕事はお店の宣伝です。,因为是节日期间。\n葛城的工作是店铺宣传。
select,,プラモ屋の\n宣伝を,模型店的\n宣传
select,,パティスリーの\n宣伝を,甜品店的\n宣传
select,,ブティックの\n宣伝を,精品店的\n宣传
0000000000000,リーリヤ,え……！？\nい、いいんですか……！？,诶……！？\n真、真的可以吗……！？
0000000000000,{user},葛城さんの宣伝で、若いお客さんが\n増えたらしい。成功だ。,听说因为葛城的宣传\n年轻客人变多了。很成功呢。
0000000000000,リーリヤ,あ……お菓子なら、\nちょっと自信あります。,啊……如果是点心的话，\n我还有点自信。
0000000000000,{user},葛城さんの宣伝で、若いお客さんが\n増えたらしい。成功だ。,听说因为葛城的宣传\n年轻客人变多了。很成功呢。
0000000000000,リーリヤ,清夏ちゃんとよく来るところだ……！\nやってみます……！,这是经常和清夏酱一起来的地方……！\n我会试试看的……！
0000000000000,{user},葛城さんの宣伝で、若いお客さんが\n増えたらしい。成功だ。,听说因为葛城的宣传\n年轻客人变多了。很成功呢。
info,adv_pevent_002_kllj_sales_2-002-02.txt,,
译者,Pro/deepseek-ai/DeepSeek-V3,,
