id,name,text,trans
0000000000000,咲季,ふっふっふっふっ……　\n我ながら最高のライブだったわね！,呵呵呵呵……\n连我自己都觉得是最棒的演出呢！
0000000000000,咲季,学園のライバルたち……そして……,学园的竞争对手们……还有……
0000000000000,咲季,ステージを観に来てくれたすべての\n観客たちは思い知ったことでしょう。,所有来观看演出的观众们\n应该都深刻体会到了吧。
0000000000000,咲季,この花海咲季こそがっ、\n未来のトップアイドルなのだと！,我花海咲季才是\n未来的顶级偶像！
0000000000000,咲季,フハハハハハハ！　\nあ～～っはっはっはぁ！！,哈哈哈哈哈哈！\n啊～～哈哈哈！！
0000000000000,{user},ご機嫌ですね、咲季さん。,心情很好呢，咲季同学。
0000000000000,咲季,ふふふっ……それはそうよ。,呵呵呵……那是当然。
0000000000000,咲季,会心のデキだったんだもの！\nこれ以上ない手ごたえだったわっ！,这可是倾尽心血的完美表现！\n再也没有比这更棒的反馈了！
0000000000000,咲季,う～ん、さすがはわたしよね～♪,嗯～不愧是我呢～♪
0000000000000,{user},それはよかった。,那真是太好了。
0000000000000,{user},なら――,那么——
select,,満足しましたか？,满足了吗？
select,,自慢できそう\nですか？,可以好好炫耀\n一番了吧？
0000000000000,咲季,いいえっ！　ちっとも！,不！还远远不够！
0000000000000,咲季,ものすご～く楽しかったけど、\nここで止まるわけにはいかないわ。,虽然超级～开心，\n但绝不能就此止步。
0000000000000,咲季,なにせわたしたちの目標は\n遥か高みにあるんだからっ！,毕竟我们的目标\n可是在那更高的巅峰啊！
0000000000000,咲季,ふひひひひ～♡,嘿嘿嘿嘿～♡
0000000000000,咲季,最前列で観てくれていたわ！,在最前排看着我的演出对吧！
0000000000000,咲季,美しくて可愛くてカッコいい、\nお姉ちゃんの姿をねっ！,又美丽又可爱又帅气，\n姐姐我的英姿！
0000000000000,咲季,ねぇ、プロデューサー。,呐，制作人。
0000000000000,咲季,今日みたいなライブができたのは……,能完成今天这样的演出……
0000000000000,咲季,わたしがここまで来られたのは……,我能走到今天这一步……
0000000000000,咲季,あなたのおかげよ。,都是多亏了你。
0000000000000,{user},大げさですよ。咲季さんの\n実力あってこその結果です。,您言重了。这都是\n咲季同学自身实力的体现。
0000000000000,咲季,いいえっ！　\nちっとも大げさじゃないわ！,才没有！\n一点都没夸张！
0000000000000,咲季,なんたって、このわたしの\nプロデューサーなんだもの！,因为你可是\n我的制作人啊！
0000000000000,咲季,わたしのことを深く理解してくれて。\nずっと支え続けてくれた。,这么理解我。\n一直支持着我。
0000000000000,咲季,改めて言うの、\nなんだか恥ずかしいけど。,虽然重新说出口\n有点害羞……
0000000000000,咲季,いつもありがとう、プロデューサー。,谢谢你一直以来的照顾，制作人。
0000000000000,咲季,わたし……あなたのこと、大好きよ！,我……最喜欢你了！
0000000000000,咲季,――あっ、あくまで同じ\n夢を追うパートナーとしてね！,——啊！只是作为\n追逐共同梦想的搭档来说啦！
0000000000000,咲季,恋愛的な意味じゃなくてっ……\nずっと一緒にいて欲しいというか……,不是恋爱那种意思哦……\n就是希望能永远在一起那种……
0000000000000,咲季,ああもうっ、とにかく～～～っ！,啊啊真是的，总之～～～！
0000000000000,咲季,これからもよろしくってコト！\n光栄に思いなさいよねっ！！,今后也请多指教！\n要觉得荣幸才行哦！！
info,adv_pstory_001_hski_ending-true-01.txt,,
译者,Pro/deepseek-ai/DeepSeek-V3,,
