id,name,text,trans
0000000000000,手毬,～♪,～♪
0000000000000,麻央,キミ、ちょっといいかな。,喂，能打扰一下吗？
0000000000000,手毬,……有村先輩？　私になにか。,……有村前辈？找我有事吗？
0000000000000,麻央,寮生たちから相談されたんだよ。\n少し奇妙な話なんだけど……,宿舍的孩子们跟我反映说……\n有件挺奇怪的事……
0000000000000,麻央,夜になると、どこからともなく\n歌が聞こえてくるって。,每到夜里就会听见\n不知道从哪儿传来的歌声
0000000000000,手毬,えっ？　お……おばけってこと？,哎？难、难道是鬼魂？
0000000000000,麻央,ははっ、そんなはずはないと思うけど、\n怖がっている子もいるんだ。,哈哈，我想应该不是，\n但有些孩子挺害怕的
0000000000000,麻央,それで、こうして調べている\nってわけさ。心当たりはないかな。,所以我正在调查这件事。\n你有什么线索吗？
0000000000000,麻央,夜、窓を開けて、\n部屋で音楽を聴いていたりしない？,比如晚上开着窗户\n在房间里听音乐之类的？
0000000000000,手毬,そういうことはしてないです。,我没做过这种事……
0000000000000,麻央,そっか。なら、なにか気付いたことが\nあったら、ボクに教えてくれるかな。,这样啊。那如果发现什么，\n记得告诉我好吗？
0000000000000,手毬,わかりました。,明白了
0000000000000,麻央,頼むよ。,拜托了
0000000000000,手毬,うぅ……おばけとか……最悪だ。,呜……幽灵什么的……太可怕了
0000000000000,手毬,……ことね？,……琴音？
0000000000000,ことね,うーい、ことねちゃんでーっす。\nなんか用～？,嗨～我是琴音呀～\n找我有事～？
0000000000000,手毬,いまどこにいるの？\n一緒に大浴場に行こう。,你现在在哪？\n要不要一起去大浴场？
0000000000000,ことね,きもっ、どしたの突然。,噫～突然怎么了
0000000000000,手毬,寮におばけが出るって噂、しってる？\n夜な夜な歌が聞こえてくるって。,你听说宿舍闹鬼的传闻了吗？\n说是半夜会听见歌声
0000000000000,ことね,へー、初耳。,诶～第一次听说
0000000000000,手毬,あなたが、ひとりでお風呂入るの\n怖いんじゃないかと思って。,我担心你一个人洗澡\n会害怕……
0000000000000,手毬,どうしてもっていうなら……\n一緒に入ってあげてもいいよ。,如果你实在害怕的话……\n我可以陪你一起洗哦
0000000000000,ことね,てかまだバイト終わったばっかだし。,而且我刚打工回来耶
0000000000000,手毬,待っててあげてもいいよ。,我等你也可以
0000000000000,ことね,いやいいってぇ、\nシャワーで済ますつもりだったしぃ。,不用啦～\n我打算冲个澡就行
0000000000000,ことね,ん？　あ～、さては手毬さァ～。,嗯？啊～该不会是手毬你～
0000000000000,手毬,ち、ちがっ！？,才、才不是！？
0000000000000,ことね,ひひっ、やっぱそーじゃーん。\n実は自分が怖いだけ――,嘿嘿～果然是这样嘛。\n其实是你自己害怕吧──
0000000000000,手毬,ああああああ！　そんなことよりっ！\nシャワールームで毛虫見たよ！,啊啊啊！比起这个！\n我在淋浴室看到毛毛虫了！
0000000000000,ことね,は！？　ウソぉ！？　\nちょ！　手毬――,哈！？骗人！？\n等等！手毬──
0000000000000,手毬,……はぁ……,……唉……
0000000000000,手毬,…………うぅ……どうしよう。,…………呜呜……怎么办
0000000000000,手毬,私がこんなに困ってるのに……\nプロデューサーは助けてくれないし。,我都这么困扰了……\n制作人也不来帮我
0000000000000,手毬,いつもなら、呼ばなくてもきてくれる\nのに……なんで。,平时不叫他都会过来的……\n为什么啊
0000000000000,麻央,……さすがに女子寮の中には\n現れてくれないと思うよ。,……毕竟这里是女生宿舍\n他也不好出现吧
0000000000000,手毬,ひゃあ！？　……有村先輩か。,呀！？……原来是有村前辈
0000000000000,麻央,お困りかい？,遇到困难了？
0000000000000,手毬,いえ、別に。\nただ、例の件のことがありますし。,不，没什么。\n只是在想刚才那件事
0000000000000,手毬,ひとりでお風呂に入れなくて困っている\n子がいるかも、と思って。,担心会不会有孩子\n害怕得不敢一个人洗澡……
0000000000000,麻央,なるほど。,原来如此
0000000000000,麻央,じゃあ、ボクと一緒に入ってくれる\nかな。実は、おばけが苦手でね。,那要和我一起去吗？\n其实我……也有点怕鬼
0000000000000,手毬,そ、そうなんだ。,这、这样啊
0000000000000,麻央,うん、内緒だよ？,嗯，要保密哦？
0000000000000,手毬,そういうことなら……いいです、けど。,既然是这样……那好吧
0000000000000,麻央,ありがとう。じゃ、行こうか。,谢谢。那走吧
0000000000000,手毬,（……有村先輩、いい人だったな）,（……有村前辈真是个好人呢）
0000000000000,手毬,（お風呂に入って疲れも取れたし……\nライブに向けて、頑張ろう！）,（洗完澡疲劳也消除了……\n为了接下来的演出要加油！）
0000000000000,麻央,……ははは、やれやれ。,……哈哈哈，真是的
info,adv_cidol-ttmr-3-000_02.txt,,
译者,Pro/deepseek-ai/DeepSeek-V3,,
